project_id,state_id,due_date,state_entered_timestamp,state_completed_timestamp,days_to_complete,late,days_late,achieved
4034,4,2021-04-08,2021-04-03,,,True,138,False
4034,5,2021-04-13,,,,True,133,False
4035,1,2021-08-01,2021-07-31,2021-08-07,7,True,6,True
4035,2,2021-08-10,2021-08-07,2021-08-19,12,True,9,True
4035,3,2021-08-17,2021-08-19,,,True,7,False
4035,4,2021-08-29,,,,False,,False
4036,1,2021-04-27,2021-04-23,2021-04-29,6,True,2,True
4036,2,2021-05-03,2021-04-29,2021-05-05,6,True,2,True
4036,3,2021-05-09,2021-05-05,2021-05-15,10,True,6,True
4036,4,2021-05-15,2021-05-15,,,True,101,False
4036,5,2021-05-25,,,,True,91,False
4037,1,2021-06-15,2021-06-17,2021-06-24,7,True,9,True
4037,2,2021-06-27,2021-06-24,2021-06-27,3,False,,True
4037,3,2021-07-04,2021-06-27,2021-06-30,3,False,,True
4037,4,2021-07-07,2021-06-30,,,True,48,False
4037,5,2021-07-10,,,,True,45,False
4038,1,2021-03-07,2021-03-01,2021-03-08,7,True,1,True
4038,2,2021-03-11,2021-03-08,2021-03-20,12,True,9,True
4038,3,2021-03-18,2021-03-20,2021-03-25,5,True,7,True
4038,4,2021-03-30,2021-03-25,,,True,147,False
4038,5,2021-04-04,,,,True,142,False
4039,1,2021-05-23,2021-05-20,2021-05-25,5,True,2,True
4039,2,2021-05-30,2021-05-25,2021-06-06,12,True,7,True
4039,3,2021-06-04,2021-06-06,2021-06-11,5,True,7,True
4039,4,2021-06-16,2021-06-11,,,True,69,False
4039,5,2021-06-21,,,,True,64,False
4040,1,2021-04-03,2021-04-01,2021-04-06,5,True,3,True
4040,2,2021-04-11,2021-04-06,2021-04-14,8,True,3,True
4040,3,2021-04-16,2021-04-14,2021-04-24,10,True,8,True
4040,4,2021-04-24,2021-04-24,,,True,122,False
4040,5,2021-05-04,,,,True,112,False
4041,1,2021-08-16,2021-08-13,,,True,8,False
4041,2,2021-08-23,,,,True,1,False
4042,1,2021-06-16,2021-06-14,2021-06-21,7,True,5,True
4042,2,2021-06-24,2021-06-21,2021-06-28,7,True,4,True
4042,3,2021-07-01,2021-06-28,2021-07-09,11,True,8,True
4042,4,2021-07-08,2021-07-09,,,True,47,False
4042,5,2021-07-19,,,,True,36,False
4043,1,2021-07-15,2021-07-09,2021-07-17,8,True,2,True
4043,2,2021-07-19,2021-07-17,2021-07-29,12,True,10,True
4043,3,2021-07-27,2021-07-29,2021-08-01,3,True,5,True
4043,4,2021-08-08,2021-08-01,,,True,16,False
4043,5,2021-08-11,,,,True,13,False
4044,1,2021-02-22,2021-02-19,2021-03-02,11,True,8,True
4044,2,2021-03-01,2021-03-02,2021-03-13,11,True,12,True
4044,3,2021-03-12,2021-03-13,2021-03-16,3,True,4,True
4044,4,2021-03-23,2021-03-16,,,True,154,False
4044,5,2021-03-26,,,,True,151,False
4045,1,2021-07-28,2021-07-25,2021-08-03,9,True,6,True
4045,2,2021-08-04,2021-08-03,2021-08-06,3,True,2,True
4045,3,2021-08-13,2021-08-06,2021-08-18,12,True,5,True
4045,4,2021-08-16,2021-08-18,,,True,8,False
4045,5,2021-08-28,,,,False,,False
4046,1,2021-01-23,2021-01-17,2021-01-23,6,False,,True
4046,2,2021-01-27,2021-01-23,2021-01-30,7,True,3,True
4046,3,2021-02-02,2021-01-30,2021-02-03,4,True,1,True
4046,4,2021-02-09,2021-02-03,,,True,196,False
4046,5,2021-02-13,,,,True,192,False
4047,1,2021-07-15,2021-07-11,2021-07-16,5,True,1,True
4047,2,2021-07-21,2021-07-16,2021-07-23,7,True,2,True
4047,3,2021-07-26,2021-07-23,2021-08-01,9,True,6,True
4047,4,2021-08-02,2021-08-01,,,True,22,False
4047,5,2021-08-11,,,,True,13,False
4048,1,2021-06-11,2021-06-08,2021-06-19,11,True,8,True
4048,2,2021-06-18,2021-06-19,2021-06-28,9,True,10,True
4048,3,2021-06-29,2021-06-28,2021-07-03,5,True,4,True
4048,4,2021-07-08,2021-07-03,,,True,47,False
4048,5,2021-07-13,,,,True,42,False
4049,1,2021-02-15,2021-02-13,2021-02-25,12,True,10,True
4049,2,2021-02-23,2021-02-25,2021-03-02,5,True,7,True
4049,3,2021-03-07,2021-03-02,2021-03-09,7,True,2,True
4049,4,2021-03-12,2021-03-09,,,True,165,False
4049,5,2021-03-19,,,,True,158,False
4050,1,2021-05-16,2021-05-10,2021-05-22,12,True,6,True
4050,2,2021-05-20,2021-05-22,2021-05-26,4,True,6,True
4050,3,2021-06-01,2021-05-26,2021-06-01,6,False,,True
4050,4,2021-06-05,2021-06-01,,,True,80,False
4050,5,2021-06-11,,,,True,74,False
4051,1,2021-06-29,2021-06-24,2021-06-29,5,False,,True
4051,2,2021-07-04,2021-06-29,2021-07-03,4,False,,True
4051,3,2021-07-09,2021-07-03,2021-07-14,11,True,5,True
4051,4,2021-07-13,2021-07-14,,,True,42,False
4051,5,2021-07-24,,,,True,31,False
4052,1,2021-07-31,2021-07-31,2021-08-12,12,True,12,True
4052,2,2021-08-10,2021-08-12,2021-08-24,12,True,14,True
4052,3,2021-08-22,2021-08-24,,,True,2,False
4052,4,2021-09-03,,,,False,,False
4053,1,2021-03-15,2021-03-16,2021-03-23,7,True,8,True
4053,2,2021-03-26,2021-03-23,2021-04-03,11,True,8,True
4053,3,2021-04-02,2021-04-03,2021-04-15,12,True,13,True
4053,4,2021-04-13,2021-04-15,,,True,133,False
4053,5,2021-04-25,,,,True,121,False
4054,1,2021-04-07,2021-04-08,2021-04-15,7,True,8,True
4054,2,2021-04-18,2021-04-15,2021-04-19,4,True,1,True
4054,3,2021-04-25,2021-04-19,2021-04-27,8,True,2,True
4054,4,2021-04-29,2021-04-27,,,True,117,False
4054,5,2021-05-07,,,,True,109,False
4055,1,2021-06-19,2021-06-12,2021-06-17,5,False,,True
4055,2,2021-06-22,2021-06-17,2021-06-26,9,True,4,True
4055,3,2021-06-27,2021-06-26,2021-07-06,10,True,9,True
4055,4,2021-07-06,2021-07-06,,,True,49,False
4055,5,2021-07-16,,,,True,39,False
4056,1,2021-07-22,2021-07-21,2021-08-02,12,True,11,True
4056,2,2021-07-31,2021-08-02,2021-08-05,3,True,5,True
4056,3,2021-08-12,2021-08-05,2021-08-17,12,True,5,True
4056,4,2021-08-15,2021-08-17,,,True,9,False
4056,5,2021-08-27,,,,False,,False
4057,1,2021-06-24,2021-06-19,2021-06-26,7,True,2,True
4057,2,2021-06-29,2021-06-26,2021-07-05,9,True,6,True
4057,3,2021-07-06,2021-07-05,2021-07-15,10,True,9,True
4057,4,2021-07-15,2021-07-15,,,True,40,False
4057,5,2021-07-25,,,,True,30,False
4058,1,2021-08-28,,,,False,,False
4059,1,2021-05-31,2021-05-28,2021-06-05,8,True,5,True
4059,2,2021-06-07,2021-06-05,2021-06-15,10,True,8,True
4059,3,2021-06-15,2021-06-15,2021-06-26,11,True,11,True
4059,4,2021-06-25,2021-06-26,,,True,60,False
4059,5,2021-07-06,,,,True,49,False
4060,1,2021-04-07,2021-04-04,2021-04-08,4,True,1,True
4060,2,2021-04-14,2021-04-08,2021-04-14,6,False,,True
4060,3,2021-04-18,2021-04-14,2021-04-23,9,True,5,True
4060,4,2021-04-24,2021-04-23,,,True,122,False
4060,5,2021-05-03,,,,True,113,False
4061,1,2021-04-25,2021-04-26,2021-05-04,8,True,9,True
4061,2,2021-05-06,2021-05-04,2021-05-10,6,True,4,True
4061,3,2021-05-14,2021-05-10,2021-05-16,6,True,2,True
4061,4,2021-05-20,2021-05-16,,,True,96,False
4061,5,2021-05-26,,,,True,90,False
4062,1,2021-05-28,2021-05-25,2021-06-05,11,True,8,True
4062,2,2021-06-04,2021-06-05,2021-06-10,5,True,6,True
4062,3,2021-06-15,2021-06-10,2021-06-21,11,True,6,True
4062,4,2021-06-20,2021-06-21,,,True,65,False
4062,5,2021-07-01,,,,True,54,False
4063,1,2021-08-06,2021-08-06,2021-08-18,12,True,12,True
4063,2,2021-08-16,2021-08-18,,,True,8,False
4063,3,2021-08-28,,,,False,,False
4064,1,2021-07-23,2021-07-21,2021-07-26,5,True,3,True
4064,2,2021-07-31,2021-07-26,2021-08-07,12,True,7,True
4064,3,2021-08-05,2021-08-07,2021-08-19,12,True,14,True
4064,4,2021-08-17,2021-08-19,,,True,7,False
4064,5,2021-08-29,,,,False,,False
4065,1,2021-03-29,2021-03-25,2021-03-29,4,False,,True
4065,2,2021-04-04,2021-03-29,2021-04-04,6,False,,True
4065,3,2021-04-08,2021-04-04,2021-04-12,8,True,4,True
4065,4,2021-04-14,2021-04-12,,,True,132,False
4065,5,2021-04-22,,,,True,124,False
4066,1,2021-08-01,2021-08-03,2021-08-10,7,True,9,True
4066,2,2021-08-13,2021-08-10,2021-08-15,5,True,2,True
4066,3,2021-08-20,2021-08-15,,,True,4,False
4066,4,2021-08-25,,,,False,,False
4067,1,2021-04-23,2021-04-18,2021-04-22,4,False,,True
4067,2,2021-04-28,2021-04-22,2021-04-26,4,False,,True
4067,3,2021-05-02,2021-04-26,2021-05-06,10,True,4,True
4067,4,2021-05-06,2021-05-06,,,True,110,False
4067,5,2021-05-16,,,,True,100,False
4068,1,2021-02-04,2021-01-30,2021-02-10,11,True,6,True
4068,2,2021-02-09,2021-02-10,2021-02-13,3,True,4,True
4068,3,2021-02-20,2021-02-13,2021-02-25,12,True,5,True
4068,4,2021-02-23,2021-02-25,,,True,182,False
4068,5,2021-03-07,,,,True,170,False
4069,1,2021-01-29,2021-01-31,2021-02-04,4,True,6,True
4069,2,2021-02-10,2021-02-04,2021-02-08,4,False,,True
4069,3,2021-02-14,2021-02-08,2021-02-18,10,True,4,True
4069,4,2021-02-18,2021-02-18,,,True,187,False
4069,5,2021-02-28,,,,True,177,False
4070,1,2021-04-13,2021-04-10,2021-04-16,6,True,3,True
4070,2,2021-04-20,2021-04-16,2021-04-21,5,True,1,True
4070,3,2021-04-26,2021-04-21,2021-04-26,5,False,,True
4070,4,2021-05-01,2021-04-26,,,True,115,False
4070,5,2021-05-06,,,,True,110,False
4071,1,2021-03-12,2021-03-08,2021-03-12,4,False,,True
4071,2,2021-03-18,2021-03-12,2021-03-17,5,False,,True
4071,3,2021-03-22,2021-03-17,2021-03-22,5,False,,True
4071,4,2021-03-27,2021-03-22,,,True,150,False
4071,5,2021-04-01,,,,True,145,False
4072,1,2021-07-07,2021-07-04,2021-07-15,11,True,8,True
4072,2,2021-07-14,2021-07-15,2021-07-22,7,True,8,True
4072,3,2021-07-25,2021-07-22,2021-07-27,5,True,2,True
4072,4,2021-08-01,2021-07-27,,,True,23,False
4072,5,2021-08-06,,,,True,18,False
4073,1,2021-02-17,2021-02-11,2021-02-17,6,False,,True
4073,2,2021-02-21,2021-02-17,2021-02-23,6,True,2,True
4073,3,2021-02-27,2021-02-23,2021-03-06,11,True,7,True
4073,4,2021-03-05,2021-03-06,,,True,172,False
4073,5,2021-03-16,,,,True,161,False
4074,1,2021-03-28,2021-03-26,2021-04-06,11,True,9,True
4074,2,2021-04-05,2021-04-06,2021-04-16,10,True,11,True
4074,3,2021-04-16,2021-04-16,2021-04-28,12,True,12,True
4074,4,2021-04-26,2021-04-28,,,True,120,False
4074,5,2021-05-08,,,,True,108,False
4075,1,2021-05-29,2021-05-30,2021-06-03,4,True,5,True
4075,2,2021-06-09,2021-06-03,2021-06-06,3,False,,True
4075,3,2021-06-13,2021-06-06,2021-06-12,6,False,,True
4075,4,2021-06-16,2021-06-12,,,True,69,False
4075,5,2021-06-22,,,,True,63,False
4076,1,2021-04-15,2021-04-10,2021-04-21,11,True,6,True
4076,2,2021-04-20,2021-04-21,2021-05-01,10,True,11,True
4076,3,2021-05-01,2021-05-01,2021-05-10,9,True,9,True
4076,4,2021-05-11,2021-05-10,,,True,105,False
4076,5,2021-05-20,,,,True,96,False
4077,1,2021-02-27,2021-02-22,2021-02-25,3,False,,True
4077,2,2021-03-04,2021-02-25,2021-03-08,11,True,4,True
4077,3,2021-03-07,2021-03-08,2021-03-13,5,True,6,True
4077,4,2021-03-18,2021-03-13,,,True,159,False
4077,5,2021-03-23,,,,True,154,False
4078,1,2021-05-27,2021-05-20,2021-05-26,6,False,,True
4078,2,2021-05-30,2021-05-26,2021-06-03,8,True,4,True
4078,3,2021-06-05,2021-06-03,2021-06-10,7,True,5,True
4078,4,2021-06-13,2021-06-10,,,True,72,False
4078,5,2021-06-20,,,,True,65,False
4079,1,2021-03-05,2021-02-28,2021-03-06,6,True,1,True
4079,2,2021-03-10,2021-03-06,2021-03-16,10,True,6,True
4079,3,2021-03-16,2021-03-16,2021-03-22,6,True,6,True
4079,4,2021-03-26,2021-03-22,,,True,151,False
4079,5,2021-04-01,,,,True,145,False
4080,1,2021-04-22,2021-04-16,2021-04-28,12,True,6,True
4080,2,2021-04-26,2021-04-28,2021-05-06,8,True,10,True
4080,3,2021-05-08,2021-05-06,2021-05-17,11,True,9,True
4080,4,2021-05-16,2021-05-17,,,True,100,False
4080,5,2021-05-27,,,,True,89,False
4081,1,2021-07-31,2021-07-29,2021-08-03,5,True,3,True
4081,2,2021-08-08,2021-08-03,2021-08-06,3,False,,True
4081,3,2021-08-13,2021-08-06,2021-08-18,12,True,5,True
4081,4,2021-08-16,2021-08-18,,,True,8,False
4081,5,2021-08-28,,,,False,,False
4082,1,2021-07-16,2021-07-12,2021-07-17,5,True,1,True
4082,2,2021-07-22,2021-07-17,2021-07-28,11,True,6,True
4082,3,2021-07-27,2021-07-28,2021-08-02,5,True,6,True
4082,4,2021-08-07,2021-08-02,,,True,17,False
4082,5,2021-08-12,,,,True,12,False
4083,1,2021-06-02,2021-05-31,2021-06-05,5,True,3,True
4083,2,2021-06-10,2021-06-05,2021-06-11,6,True,1,True
4083,3,2021-06-15,2021-06-11,2021-06-18,7,True,3,True
4083,4,2021-06-21,2021-06-18,,,True,64,False
4083,5,2021-06-28,,,,True,57,False
4084,1,2021-02-22,2021-02-20,2021-02-28,8,True,6,True
4084,2,2021-03-02,2021-02-28,2021-03-10,10,True,8,True
4084,3,2021-03-10,2021-03-10,2021-03-13,3,True,3,True
4084,4,2021-03-20,2021-03-13,,,True,157,False
4084,5,2021-03-23,,,,True,154,False
4085,1,2021-07-11,2021-07-10,2021-07-19,9,True,8,True
4085,2,2021-07-20,2021-07-19,2021-07-29,10,True,9,True
4085,3,2021-07-29,2021-07-29,2021-08-09,11,True,11,True
4085,4,2021-08-08,2021-08-09,,,True,16,False
4085,5,2021-08-19,,,,True,5,False
4086,1,2021-07-20,2021-07-19,2021-07-26,7,True,6,True
4086,2,2021-07-29,2021-07-26,2021-08-04,9,True,6,True
4086,3,2021-08-05,2021-08-04,2021-08-16,12,True,11,True
4086,4,2021-08-14,2021-08-16,,,True,10,False
4086,5,2021-08-26,,,,False,,False
4087,1,2021-03-03,2021-03-05,2021-03-14,9,True,11,True
4087,2,2021-03-15,2021-03-14,2021-03-20,6,True,5,True
4087,3,2021-03-24,2021-03-20,2021-03-24,4,False,,True
4087,4,2021-03-30,2021-03-24,,,True,147,False
4087,5,2021-04-03,,,,True,143,False
4088,1,2021-06-17,2021-06-11,2021-06-14,3,False,,True
4088,2,2021-06-21,2021-06-14,2021-06-17,3,False,,True
4088,3,2021-06-24,2021-06-17,2021-06-26,9,True,2,True
4088,4,2021-06-27,2021-06-26,,,True,58,False
4088,5,2021-07-06,,,,True,49,False
4089,1,2021-02-14,2021-02-12,2021-02-19,7,True,5,True
4089,2,2021-02-22,2021-02-19,2021-02-25,6,True,3,True
4089,3,2021-03-01,2021-02-25,2021-03-04,7,True,3,True
4089,4,2021-03-07,2021-03-04,,,True,170,False
4089,5,2021-03-14,,,,True,163,False
4090,1,2021-08-17,2021-08-16,,,True,7,False
4090,2,2021-08-26,,,,False,,False
4091,1,2021-07-01,2021-06-30,2021-07-07,7,True,6,True
4091,2,2021-07-10,2021-07-07,2021-07-19,12,True,9,True
4091,3,2021-07-17,2021-07-19,2021-07-28,9,True,11,True
4091,4,2021-07-29,2021-07-28,,,True,26,False
4091,5,2021-08-07,,,,True,17,False
4092,1,2021-07-06,2021-07-06,2021-07-15,9,True,9,True
4092,2,2021-07-16,2021-07-15,2021-07-19,4,True,3,True
4092,3,2021-07-25,2021-07-19,2021-07-30,11,True,5,True
4092,4,2021-07-29,2021-07-30,,,True,26,False
4092,5,2021-08-09,,,,True,15,False
4093,1,2021-05-03,2021-04-28,2021-05-10,12,True,7,True
4093,2,2021-05-08,2021-05-10,2021-05-16,6,True,8,True
4093,3,2021-05-20,2021-05-16,2021-05-26,10,True,6,True
4093,4,2021-05-26,2021-05-26,,,True,90,False
4093,5,2021-06-05,,,,True,80,False
4094,1,2021-07-13,2021-07-07,2021-07-16,9,True,3,True
4094,2,2021-07-17,2021-07-16,2021-07-19,3,True,2,True
4094,3,2021-07-26,2021-07-19,2021-07-23,4,False,,True
4094,4,2021-07-29,2021-07-23,,,True,26,False
4094,5,2021-08-02,,,,True,22,False
4095,1,2021-07-17,2021-07-17,2021-07-27,10,True,10,True
4095,2,2021-07-27,2021-07-27,2021-08-06,10,True,10,True
4095,3,2021-08-06,2021-08-06,2021-08-14,8,True,8,True
4095,4,2021-08-16,2021-08-14,,,True,8,False
4095,5,2021-08-24,,,,True,0,False
4096,1,2021-02-17,2021-02-14,2021-02-25,11,True,8,True
4096,2,2021-02-24,2021-02-25,2021-03-04,7,True,8,True
4096,3,2021-03-07,2021-03-04,2021-03-13,9,True,6,True
4096,4,2021-03-14,2021-03-13,,,True,163,False
4096,5,2021-03-23,,,,True,154,False
4097,1,2021-01-15,2021-01-14,2021-01-24,10,True,9,True
4097,2,2021-01-24,2021-01-24,2021-02-04,11,True,11,True
4097,3,2021-02-03,2021-02-04,2021-02-15,11,True,12,True
4097,4,2021-02-14,2021-02-15,,,True,191,False
4097,5,2021-02-25,,,,True,180,False
4098,1,2021-08-23,2021-08-16,,,True,1,False
4098,2,2021-08-26,,,,False,,False
4099,1,2021-01-20,2021-01-20,2021-01-30,10,True,10,True
4099,2,2021-01-30,2021-01-30,2021-02-07,8,True,8,True
4099,3,2021-02-09,2021-02-07,2021-02-19,12,True,10,True
4099,4,2021-02-17,2021-02-19,,,True,188,False
4099,5,2021-03-01,,,,True,176,False
4100,1,2021-05-17,2021-05-13,2021-05-24,11,True,7,True
4100,2,2021-05-23,2021-05-24,2021-05-28,4,True,5,True
4100,3,2021-06-03,2021-05-28,2021-06-09,12,True,6,True
4100,4,2021-06-07,2021-06-09,,,True,78,False
4100,5,2021-06-19,,,,True,66,False
4101,1,2021-08-31,,,,False,,False
4102,1,2021-05-31,2021-05-27,2021-05-31,4,False,,True
4102,2,2021-06-06,2021-05-31,2021-06-09,9,True,3,True
4102,3,2021-06-10,2021-06-09,2021-06-17,8,True,7,True
4102,4,2021-06-19,2021-06-17,,,True,66,False
4102,5,2021-06-27,,,,True,58,False
4103,1,2021-08-16,2021-08-14,2021-08-22,8,True,6,True
4103,2,2021-08-24,2021-08-22,,,True,0,False
4103,3,2021-09-01,,,,False,,False
4104,1,2021-04-24,2021-04-24,2021-05-01,7,True,7,True
4104,2,2021-05-04,2021-05-01,2021-05-04,3,False,,True
4104,3,2021-05-11,2021-05-04,2021-05-08,4,False,,True
4104,4,2021-05-14,2021-05-08,,,True,102,False
4104,5,2021-05-18,,,,True,98,False
4105,1,2021-04-29,2021-05-01,2021-05-12,11,True,13,True
4105,2,2021-05-11,2021-05-12,2021-05-16,4,True,5,True
4105,3,2021-05-22,2021-05-16,2021-05-19,3,False,,True
4105,4,2021-05-26,2021-05-19,,,True,90,False
4105,5,2021-05-29,,,,True,87,False
4106,1,2021-06-16,2021-06-14,2021-06-21,7,True,5,True
4106,2,2021-06-24,2021-06-21,2021-06-26,5,True,2,True
4106,3,2021-07-01,2021-06-26,2021-07-08,12,True,7,True
4106,4,2021-07-06,2021-07-08,,,True,49,False
4106,5,2021-07-18,,,,True,37,False
4107,1,2021-09-01,,,,False,,False
4108,1,2021-08-18,2021-08-12,2021-08-17,5,False,,True
4108,2,2021-08-22,2021-08-17,,,True,2,False
4108,3,2021-08-27,,,,False,,False
4109,1,2021-03-26,2021-03-24,2021-04-01,8,True,6,True
4109,2,2021-04-03,2021-04-01,2021-04-07,6,True,4,True
4109,3,2021-04-11,2021-04-07,2021-04-19,12,True,8,True
4109,4,2021-04-17,2021-04-19,,,True,129,False
4109,5,2021-04-29,,,,True,117,False
4110,1,2021-03-28,2021-03-22,2021-03-25,3,False,,True
4110,2,2021-04-01,2021-03-25,2021-04-04,10,True,3,True
4110,3,2021-04-04,2021-04-04,2021-04-10,6,True,6,True
4110,4,2021-04-14,2021-04-10,,,True,132,False
4110,5,2021-04-20,,,,True,126,False
4111,1,2021-03-28,2021-03-28,2021-04-05,8,True,8,True
4111,2,2021-04-07,2021-04-05,2021-04-16,11,True,9,True
4111,3,2021-04-15,2021-04-16,2021-04-20,4,True,5,True
4111,4,2021-04-26,2021-04-20,,,True,120,False
4111,5,2021-04-30,,,,True,116,False
4112,1,2021-06-07,2021-06-02,2021-06-05,3,False,,True
4112,2,2021-06-12,2021-06-05,2021-06-14,9,True,2,True
4112,3,2021-06-15,2021-06-14,2021-06-17,3,True,2,True
4112,4,2021-06-24,2021-06-17,,,True,61,False
4112,5,2021-06-27,,,,True,58,False
4113,1,2021-07-31,2021-08-01,2021-08-08,7,True,8,True
4113,2,2021-08-11,2021-08-08,2021-08-12,4,True,1,True
4113,3,2021-08-18,2021-08-12,2021-08-15,3,False,,True
4113,4,2021-08-22,2021-08-15,,,True,2,False
4113,5,2021-08-25,,,,False,,False
4114,1,2021-02-16,2021-02-15,2021-02-20,5,True,4,True
4114,2,2021-02-25,2021-02-20,2021-02-23,3,False,,True
4114,3,2021-03-02,2021-02-23,2021-03-04,9,True,2,True
4114,4,2021-03-05,2021-03-04,,,True,172,False
4114,5,2021-03-14,,,,True,163,False
4115,1,2021-03-31,2021-03-29,2021-04-01,3,True,1,True
4115,2,2021-04-08,2021-04-01,2021-04-12,11,True,4,True
4115,3,2021-04-11,2021-04-12,2021-04-18,6,True,7,True
4115,4,2021-04-22,2021-04-18,,,True,124,False
4115,5,2021-04-28,,,,True,118,False
4116,1,2021-05-19,2021-05-14,2021-05-17,3,False,,True
4116,2,2021-05-24,2021-05-17,2021-05-23,6,False,,True
4116,3,2021-05-27,2021-05-23,2021-05-27,4,False,,True
4116,4,2021-06-02,2021-05-27,,,True,83,False
4116,5,2021-06-06,,,,True,79,False
4117,1,2021-04-19,2021-04-14,2021-04-26,12,True,7,True
4117,2,2021-04-24,2021-04-26,2021-05-06,10,True,12,True
4117,3,2021-05-06,2021-05-06,2021-05-13,7,True,7,True
4117,4,2021-05-16,2021-05-13,,,True,100,False
4117,5,2021-05-23,,,,True,93,False
4118,1,2021-03-30,2021-03-28,2021-04-02,5,True,3,True
4118,2,2021-04-07,2021-04-02,2021-04-14,12,True,7,True
4118,3,2021-04-12,2021-04-14,2021-04-22,8,True,10,True
4118,4,2021-04-24,2021-04-22,,,True,122,False
4118,5,2021-05-02,,,,True,114,False
4119,1,2021-07-29,2021-07-28,2021-08-01,4,True,3,True
4119,2,2021-08-07,2021-08-01,2021-08-10,9,True,3,True
4119,3,2021-08-11,2021-08-10,2021-08-14,4,True,3,True
4119,4,2021-08-20,2021-08-14,,,True,4,False
4119,5,2021-08-24,,,,True,0,False
4120,1,2021-06-14,2021-06-08,2021-06-19,11,True,5,True
4120,2,2021-06-18,2021-06-19,2021-06-24,5,True,6,True
4120,3,2021-06-29,2021-06-24,2021-06-29,5,False,,True
4120,4,2021-07-04,2021-06-29,,,True,51,False
4120,5,2021-07-09,,,,True,46,False
4121,1,2021-05-20,2021-05-19,2021-05-24,5,True,4,True
4121,2,2021-05-29,2021-05-24,2021-06-01,8,True,3,True
4121,3,2021-06-03,2021-06-01,2021-06-10,9,True,7,True
4121,4,2021-06-11,2021-06-10,,,True,74,False
4121,5,2021-06-20,,,,True,65,False
4122,1,2021-04-11,2021-04-07,2021-04-17,10,True,6,True
4122,2,2021-04-17,2021-04-17,2021-04-22,5,True,5,True
4122,3,2021-04-27,2021-04-22,2021-04-28,6,True,1,True
4122,4,2021-05-02,2021-04-28,,,True,114,False
4122,5,2021-05-08,,,,True,108,False
4123,1,2021-02-24,2021-02-21,2021-03-04,11,True,8,True
4123,2,2021-03-03,2021-03-04,2021-03-09,5,True,6,True
4123,3,2021-03-14,2021-03-09,2021-03-15,6,True,1,True
4123,4,2021-03-19,2021-03-15,,,True,158,False
4123,5,2021-03-25,,,,True,152,False
4124,1,2021-04-14,2021-04-15,2021-04-27,12,True,13,True
4124,2,2021-04-25,2021-04-27,2021-05-04,7,True,9,True
4124,3,2021-05-07,2021-05-04,2021-05-11,7,True,4,True
4124,4,2021-05-14,2021-05-11,,,True,102,False
4124,5,2021-05-21,,,,True,95,False
4125,1,2021-02-18,2021-02-20,2021-03-03,11,True,13,True
4125,2,2021-03-02,2021-03-03,2021-03-14,11,True,12,True
4125,3,2021-03-13,2021-03-14,2021-03-18,4,True,5,True
4125,4,2021-03-24,2021-03-18,,,True,153,False
4125,5,2021-03-28,,,,True,149,False
4126,1,2021-08-31,,,,False,,False
4127,1,2021-02-10,2021-02-06,2021-02-10,4,False,,True
4127,2,2021-02-16,2021-02-10,2021-02-17,7,True,1,True
4127,3,2021-02-20,2021-02-17,2021-02-24,7,True,4,True
4127,4,2021-02-27,2021-02-24,,,True,178,False
4127,5,2021-03-06,,,,True,171,False
4128,1,2021-05-11,2021-05-08,2021-05-19,11,True,8,True
4128,2,2021-05-18,2021-05-19,2021-05-29,10,True,11,True
4128,3,2021-05-29,2021-05-29,2021-06-07,9,True,9,True
4128,4,2021-06-08,2021-06-07,,,True,77,False
4128,5,2021-06-17,,,,True,68,False
4129,1,2021-08-26,,,,False,,False
4130,1,2021-06-08,2021-06-10,2021-06-14,4,True,6,True
4130,2,2021-06-20,2021-06-14,2021-06-18,4,False,,True
4130,3,2021-06-24,2021-06-18,2021-06-23,5,False,,True
4130,4,2021-06-28,2021-06-23,,,True,57,False
4130,5,2021-07-03,,,,True,52,False
4131,1,2021-03-25,2021-03-18,2021-03-26,8,True,1,True
4131,2,2021-03-28,2021-03-26,2021-04-01,6,True,4,True
4131,3,2021-04-05,2021-04-01,2021-04-09,8,True,4,True
4131,4,2021-04-11,2021-04-09,,,True,135,False
4131,5,2021-04-19,,,,True,127,False
4132,1,2021-04-16,2021-04-18,2021-04-22,4,True,6,True
4132,2,2021-04-28,2021-04-22,2021-04-29,7,True,1,True
4132,3,2021-05-02,2021-04-29,2021-05-10,11,True,8,True
4132,4,2021-05-09,2021-05-10,,,True,107,False
4132,5,2021-05-20,,,,True,96,False
4133,1,2021-07-22,2021-07-22,2021-08-03,12,True,12,True
4133,2,2021-08-01,2021-08-03,2021-08-12,9,True,11,True
4133,3,2021-08-13,2021-08-12,2021-08-16,4,True,3,True
4133,4,2021-08-22,2021-08-16,,,True,2,False
4133,5,2021-08-26,,,,False,,False
4134,1,2021-05-29,2021-05-31,2021-06-07,7,True,9,True
4134,2,2021-06-10,2021-06-07,2021-06-19,12,True,9,True
4134,3,2021-06-17,2021-06-19,2021-06-28,9,True,11,True
4134,4,2021-06-29,2021-06-28,,,True,56,False
4134,5,2021-07-08,,,,True,47,False
4135,1,2021-03-04,2021-03-06,2021-03-17,11,True,13,True
4135,2,2021-03-16,2021-03-17,2021-03-24,7,True,8,True
4135,3,2021-03-27,2021-03-24,2021-04-02,9,True,6,True
4135,4,2021-04-03,2021-04-02,,,True,143,False
4135,5,2021-04-12,,,,True,134,False
4136,1,2021-09-01,,,,False,,False
4137,1,2021-01-15,2021-01-16,2021-01-21,5,True,6,True
